height_yrs,calendar_year,n_lineages
29.77635589372472,1994.7236441062753,257
29.737641117656835,1994.762358882343,258
29.699311529091577,1994.8006884709084,259
29.62864832154764,1994.8713516784524,260
29.55744127602684,1994.9425587239732,261
29.552295601768538,1994.9477043982315,262
29.4485106423669,1995.051489357633,263
29.248480652696664,1995.2515193473034,264
29.22289660708339,1995.2771033929166,265
29.134866483016296,1995.3651335169836,266
29.045602624041003,1995.454397375959,267
28.970699725589014,1995.529300274411,268
28.954515724131628,1995.5454842758684,269
28.95446877182017,1995.54553122818,270
28.797636082300343,1995.7023639176996,271
28.573393193077816,1995.926606806922,272
28.489345980579756,1996.0106540194201,273
28.489117986978737,1996.0108820130213,274
28.43963099603244,1996.0603690039675,275
28.340618698412587,1996.1593813015875,276
28.327580486814018,1996.172419513186,277
28.159797858159184,1996.3402021418408,278
28.151904141548197,1996.3480958584519,279
28.077991283661976,1996.422008716338,280
28.029381808555108,1996.4706181914448,281
27.99591985088369,1996.5040801491164,282
27.983063922280174,1996.5169360777197,283
27.900657304289567,1996.5993426957104,284
27.890208924721364,1996.6097910752787,285
27.825049401424895,1996.6749505985752,286
27.7607032019637,1996.7392967980363,287
27.707778591123954,1996.792221408876,288
27.571813210708317,1996.9281867892917,289
27.571234551950496,1996.9287654480495,290
27.45151329172906,1997.048486708271,291
27.397881060013702,1997.1021189399862,292
27.383191804504552,1997.1168081954954,293
27.27858656422311,1997.2214134357769,294
27.244702056303584,1997.2552979436964,295
27.237466981848343,1997.2625330181518,296
27.229532217611897,1997.270467782388,297
27.180061853951386,1997.3199381460486,298
27.176329470879296,1997.3236705291206,299
27.093939321183967,1997.406060678816,300
27.078972602073442,1997.4210273979265,301
26.963135320091723,1997.5368646799084,302
26.89944908026752,1997.6005509197325,303
26.855323633050105,1997.6446763669499,304
26.841979859186665,1997.6580201408133,305
26.586967824783823,1997.9130321752161,306
26.523926459321256,1997.9760735406787,307
26.490885511146466,1998.0091144888536,308
26.410713105884884,1998.089286894115,309
25.964651451125235,1998.5353485488747,310
25.84210231670171,1998.6578976832982,311
25.841698938675197,1998.658301061325,312
25.800671793697813,1998.6993282063022,313
25.78315275042036,1998.7168472495796,314
25.737024156411785,1998.7629758435883,315
25.68696870664577,1998.8130312933542,316
25.64656588949222,1998.8534341105078,317
25.51801028664725,1998.9819897133527,318
25.509510705162263,1998.9904892948377,319
25.50923281172973,1998.9907671882702,320
25.448497726182534,1999.0515022738175,321
25.43747462339007,1999.06252537661,322
25.353774609159593,1999.1462253908403,323
25.317223182214,1999.182776817786,324
25.159862101939705,1999.3401378980602,325
25.087196287906277,1999.4128037120938,326
25.08136792714498,1999.418632072855,327
25.066127551126524,1999.4338724488734,328
24.927835683331992,1999.572164316668,329
24.848336565368687,1999.6516634346312,330
24.84796412718358,1999.6520358728164,331
24.79421080331928,1999.7057891966808,332
24.79063946209335,1999.7093605379066,333
24.689743494750385,1999.8102565052495,334
24.687215011722177,1999.8127849882778,335
24.666581829136152,1999.8334181708638,336
24.650415344127985,1999.849584655872,337
24.59117191445386,1999.9088280855462,338
24.35685159793129,2000.1431484020686,339
24.26269584023532,2000.2373041597648,340
24.245101343969004,2000.254898656031,341
24.107558604563568,2000.3924413954364,342
24.08936694444425,2000.4106330555558,343
24.05999171014993,2000.44000828985,344
24.00684853875644,2000.4931514612435,345
23.969815752693957,2000.5301842473061,346
23.85909848834006,2000.6409015116599,347
23.82459583668462,2000.6754041633153,348
23.81236855900359,2000.6876314409965,349
23.67438385574394,2000.825616144256,350
23.67233645293416,2000.8276635470659,351
23.658379501322955,2000.841620498677,352
23.56730180695105,2000.932698193049,353
23.48358355794572,2001.0164164420544,354
23.48285314436393,2001.0171468556362,355
23.43909213594886,2001.0609078640512,356
23.40012052408927,2001.0998794759107,357
23.388764333652894,2001.111235666347,358
23.35920556800585,2001.1407944319942,359
23.316831712621408,2001.1831682873785,360
23.31020581505098,2001.189794184949,361
23.282161602095414,2001.2178383979046,362
23.273065542721213,2001.2269344572787,363
23.200221750331302,2001.2997782496686,364
23.187607084608537,2001.3123929153915,365
23.105237576761567,2001.3947624232385,366
23.069407284446104,2001.430592715554,367
23.065912408322966,2001.434087591677,368
22.9716499692744,2001.5283500307255,369
22.93224762511303,2001.567752374887,370
22.92394222330907,2001.576057776691,371
22.880226749046013,2001.619773250954,372
22.806492065124328,2001.6935079348757,373
22.726145645174107,2001.773854354826,374
22.67250021007335,2001.8274997899266,375
22.651727116833715,2001.8482728831664,376
22.58182035506488,2001.9181796449352,377
22.533202320953666,2001.9667976790463,378
22.511834818677812,2001.988165181322,379
22.46158457238558,2002.0384154276144,380
22.28380507670561,2002.2161949232943,381
22.28094937593334,2002.2190506240668,382
22.278652929569606,2002.2213470704303,383
22.208853704929687,2002.2911462950703,384
22.065409621608556,2002.4345903783915,385
22.035429845189185,2002.4645701548109,386
22.0317317043098,2002.4682682956902,387
22.003410045292952,2002.4965899547071,388
21.93556787193708,2002.564432128063,389
21.883435581576045,2002.6165644184239,390
21.872919619418187,2002.627080380582,391
21.817079178274895,2002.682920821725,392
21.78914382868219,2002.7108561713178,393
21.70954179541158,2002.7904582045885,394
21.680502402431927,2002.819497597568,395
21.631797181022286,2002.8682028189778,396
21.562387332036174,2002.9376126679638,397
21.346203500192317,2003.1537964998076,398
