node_id,n_tips,height_yrs,hpd_lo_yrs,hpd_hi_yrs,calendar_mean,calendar_hpd_lo,calendar_hpd_hi,posterior
322,7,27.176329470879296,16.76185632206986,38.941151299378305,1997.3236705291206,1985.5588487006216,2007.73814367793,0.3038077354696059
311,7,23.200221750331302,18.071463965787927,27.182725720909872,2001.2997782496686,1997.31727427909,2006.4285360342121,0.0010777658026021933
147,7,29.737641117656835,21.355605919291662,39.024017972852334,1994.762358882343,1985.4759820271477,2003.1443940807083,0.3992511194320063
383,7,38.33329539539815,27.263078091515382,51.12041014097258,1986.1667046046018,1973.3795898590274,1997.2369219084846,0.16230930767435917
126,7,27.078972602073442,20.963053949161576,33.54851454406105,1997.4210273979265,1990.9514854559388,2003.5369460508384,0.021066432595193387
104,7,37.65141416462082,24.228597908712572,53.12585283015568,1986.8485858353793,1971.3741471698443,2000.2714020912874,0.31925200831101874
418,7,26.89944908026752,18.09368985648871,37.348174095240665,1997.6005509197325,1987.1518259047593,2006.4063101435113,0.6154598282241308
491,7,38.31172552049115,25.528157874860995,52.39429777709495,1986.188274479509,1972.1057022229052,1998.9718421251391,0.43316185375718047
427,7,42.497312949974535,29.014448625873882,57.77189383934984,1982.0026870500255,1966.7281061606502,1995.485551374126,0.6610815435384051
411,7,44.263264363224806,30.113314378664427,60.171500990075515,1980.2367356367752,1964.3284990099246,1994.3866856213356,0.6612037644026177
463,7,28.077991283661976,19.7346686735321,37.4197638011326,1996.422008716338,1987.0802361988674,2004.765331326468,0.12738747347251697
364,7,48.04214828478612,33.680670354919215,64.59500463605991,1976.4578517152138,1959.90499536394,1990.8193296450809,0.8759569338118466
166,7,21.93556787193708,14.78985248530131,29.764496507004594,2002.564432128063,1994.7355034929953,2009.7101475146987,0.007444361729314119
181,7,23.065912408322966,15.379047546596212,31.837932822068694,2001.434087591677,1992.6620671779312,2009.1209524534038,0.20899767780357997
212,7,53.73733172152851,37.00586500117586,72.28790713858302,1970.7626682784714,1952.212092861417,1987.4941349988242,0.21936422928634125
333,7,43.62861104689114,26.386489011567676,61.485736963003774,1980.8713889531089,1963.0142630369962,1998.1135109884324,0.41640648437239586
286,7,22.726145645174107,17.951338262210527,28.73461420280202,2001.773854354826,1995.765385797198,2006.5486617377894,0.9432117420917545
230,7,45.80181219597093,27.073012175651456,68.8573992287105,1978.698187804029,1955.6426007712894,1997.4269878243485,0.6769813668737014
28,7,31.651353523742916,21.698320457955646,43.592092229636364,1992.848646476257,1980.9079077703636,2002.8016795420444,0.9625670825879712
271,7,38.853219996916984,26.930101632325233,51.85595322717256,1985.646780003083,1972.6440467728276,1997.5698983676748,0.6619482005755492
522,6,56.04955232898966,34.90289283863834,79.18946724684298,1968.4504476710104,1945.310532753157,1989.5971071613617,1.0
5,6,98.38039964488677,67.40994571367617,131.81042906885057,1926.1196003551133,1892.6895709311493,1957.0900542863237,0.9999444450617215
138,6,28.159797858159184,21.30932994759536,36.681046125317664,1996.3402021418408,1987.8189538746824,2003.1906700524046,0.0037555138276241374
394,6,50.13499034393117,33.52578324526482,66.53491746337102,1974.3650096560689,1957.9650825366289,1990.9742167547352,0.02574415839824002
384,6,34.8156139845202,24.715947917519628,45.971531766216344,1989.6843860154797,1978.5284682337838,1999.7840520824805,0.08924345285052389
127,6,26.523926459321256,21.24576427935432,33.219624407656795,1997.9760735406787,1991.2803755923433,2003.2542357206457,0.010144331729647448
52,6,33.74332383280032,22.929019313596683,46.65228354422527,1990.7566761671997,1977.8477164557748,2001.5709806864033,0.13646515038721793
306,6,15.785751822913445,10.182372103060004,21.93320026274398,2008.7142481770866,2002.5667997372561,2014.31762789694,0.7633359629337452
247,6,27.229532217611897,18.933741226831728,37.093985299939504,1997.270467782388,1987.4060147000605,2005.5662587731683,0.14849835001833314
29,6,27.707778591123954,18.723717701869816,37.98119590844544,1996.792221408876,1986.5188040915546,2005.7762822981301,0.9435339607337696
231,6,37.217341734769285,22.88716956038195,55.283475724421464,1987.2826582652308,1969.2165242755786,2001.612830439618,0.3919067565915934
405,6,31.847767131631873,21.913583066423456,42.61442023591604,1992.6522328683682,1981.885579764084,2002.5864169335766,0.33287407917689804
412,6,39.20037366693765,26.383254972331116,53.930554319821624,1985.2996263330624,1970.5694456801784,1998.116745027669,0.46293930067443695
323,6,24.848336565368687,15.230372260452611,35.55100752400415,1999.6516634346312,1988.948992475996,2009.2696277395473,0.17800913323185297
347,6,61.344663215343246,43.361608224015725,82.28403328157526,1963.1553367846568,1942.2159667184246,1981.1383917759842,0.1927534138509572
